,text,sentiment,agree_pct
3926,"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,66
3927,17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative,66
3928,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive,66
3929,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative,66
3930,"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",positive,66
3931,"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",neutral,66
3932,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,negative,66
3933,"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",neutral,66
3934,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,66
3935,Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,neutral,66
3936,"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral,66
3937,"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",neutral,66
3938,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,neutral,66
3939,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,66
3940,He wore a black beanie-type cap and a black jacket .,neutral,66
3941,The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,negative,66
3942,The products have a low salt and fat content .,neutral,66
3943,The total need for staff cuts corresponds to about 300 man-years .,negative,66
3944,"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",negative,66
3945,Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative,66
3946,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",negative,66
3947,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,66
3948,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative,66
3949,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,66
3950,Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,66
3951,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,66
3952,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,66
3953,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative,66
3954,"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,66
3955,Altogether Finnair has canceled over 500 flights because of the strike .,negative,66
3956,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative,66
3957,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative,66
3958,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative,66
3959,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive,66
3960,Finnair was able to operate most of its leisure flights despite the strike .,positive,66
3961,"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .",neutral,66
3962,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,66
3963,"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .",neutral,66
3964,Small investors have voiced fears that the shares will end up with risk investors .,negative,66
3965,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,66
3966,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",positive,66
3967,Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,neutral,66
3968,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral,66
3969,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,neutral,66
3970,"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral,66
3971,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative,66
3972,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,66
3973,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,66
3974,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",negative,66
3975,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative,66
3976,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative,66
3977,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive,66
3978,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative,66
3979,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,66
3980,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,66
3981,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative,66
3982,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,66
3983,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,66
3984,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral,66
3985,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",negative,66
3986,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,66
3987,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",positive,66
3988,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",neutral,66
3989,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,neutral,66
3990,Sales fell abroad but increased in Finland .,neutral,66
3991,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",negative,66
3992,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,neutral,66
3993,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",negative,66
3994,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",negative,66
3995,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",neutral,66
3996,Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,66
3997,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative,66
3998,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,66
3999,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,66
4000,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .",neutral,66
4001,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,66
4002,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",neutral,66
4003,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative,66
4004,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative,66
4005,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative,66
4006,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",negative,66
4007,"Body The credit falls due February 24 , 2014 .",neutral,66
4008,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",negative,66
4009,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral,66
4010,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .",neutral,66
4011,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,negative,66
4012,The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative,66
4013,The measures result from decreased demand in technical design and product information .,negative,66
4014,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative,66
4015,The repurchases shall decrease the distributable capital and reserves .,negative,66
4016,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,66
4017,"In Finland , the Bank of +land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,66
4018,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,66
4019,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,66
4020,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,66
4021,"In Q1 of 2009 , Bank of +land 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,66
4022,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,66
4023,Operating profit for 2009 lower than outlook published earlier .,negative,66
4024,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,negative,66
4025,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative,66
4026,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,66
4027,Sanoma News ' advertising sales decreased by 22 % during the year .,negative,66
4028,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative,66
4029,Finnish Bank of +land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative,66
4030,"Finnish Bank of +land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",negative,66
4031,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,66
4032,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,66
4033,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,66
4034,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,66
4035,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,66
4036,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative,66
4037,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative,66
4038,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,66
4039,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,66
4040,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative,66
4041,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",negative,66
4042,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative,66
4043,"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,66
4044,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",negative,66
4045,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,66
4046,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative,66
4047,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,66
4048,Device volume in the area decreased by 21 % to 2.7 mn units .,negative,66
4049,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,66
4050,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative,66
4051,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,66
4052,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,66
4053,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative,66
4054,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",negative,66
4055,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative,66
4056,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative,66
4057,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative,66
4058,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,negative,66
4059,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",negative,66
4060,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative,66
4061,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,66
4062,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,66
4063,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative,66
4064,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,66
4065,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative,66
4066,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative,66
4067,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative,66
4068,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative,66
4069,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative,66
4070,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",negative,66
4071,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative,66
4072,Net profit fell by almost half to + 5.5 million from + 9.4 million at the end of 2007 .,negative,66
4073,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative,66
4074,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,66
4075,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,negative,66
4076,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative,66
4077,Net sales fell by 5 % from the previous accounting period .,negative,66
4078,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative,66
4079,Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,66
4080,Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,negative,66
4081,Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,66
4082,Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,66
4083,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,negative,66
4084,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative,66
4085,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative,66
4086,Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative,66
4087,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,negative,66
4088,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative,66
4089,Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,66
4090,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,negative,66
4091,"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,66
4092,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,66
4093,Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,66
4094,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,66
4095,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,66
4096,Subscription sales decreased slightly .,negative,66
4097,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,66
4098,The company said that the fall in turnover had been planned .,negative,66
4099,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,66
4100,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative,66
4101,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,66
4102,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,66
4103,The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative,66
4104,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative,66
4105,"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,66
4106,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative,66
4107,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative,66
4108,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative,66
4109,Export declined by 6 percent to 16.4 million liters .,negative,66
4110,"Exports of goods fell by 59 % , and imports by 16.7 % .",negative,66
4111,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative,66
4112,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,negative,66
4113,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative,66
4114,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative,66
4115,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,66
4116,"However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 .",negative,66
4117,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative,66
4118,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,66
4119,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative,66
4120,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,66
4121,"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,66
4122,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative,66
4123,"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative,66
4124,"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,66
4125,"In the Baltic countries , sales fell by 42.6 % .",negative,66
4126,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,66
4127,"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",negative,66
4128,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative,66
4129,"Operating profit decreased to nearly EUR 1.7 mn , however .",negative,66
4130,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,66
4131,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,negative,66
4132,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative,66
4133,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative,66
4134,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative,66
4135,"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,66
4136,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative,66
4137,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,66
4138,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,66
4139,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative,66
4140,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative,66
4141,"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",negative,66
4142,"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",negative,66
4143,Sales by Seppala diminished by 6 per cent .,negative,66
4144,Talentum 's net sales in September were smaller than expected .,negative,66
4145,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,negative,66
4146,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative,66
4147,The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,66
4148,The operating margin came down to 2.4 % from 5.7 % .,negative,66
4149,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative,66
4150,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative,66
4151,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,66
4152,"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,66
4153,"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",positive,66
